bcr,rep,species,dissim,ks_cmi,ks_gpp,ks_led,bc_lcc
BCR4,1,deciduousbirds,0.112,0.069,0.046,0.098,0.065
BCR4,1,deciduousbirds,0.11,0.061,0.06,0.175,0.066
BCR4,1,deciduousbirds,0.112,0.063,0.035,0.068,0.069
BCR4,1,deciduousbirds,0.137,0.059,0.056,0.089,0.06
BCR4,1,deciduousbirds,0.137,0.059,0.055,0.058,0.062
BCR4,1,deciduousbirds,0.168,0.06,0.069,0.065,0.067
BCR4,1,deciduousbirds,0.148,0.054,0.077,0.075,0.062
BCR4,1,deciduousbirds,0.148,0.054,0.077,0.044,0.072
BCR4,1,deciduousbirds,0.185,0.076,0.1,0.043,0.097
BCR4,1,deciduousbirds,0.162,0.038,0.109,0.049,0.091
BCR4,1,deciduousbirds,0.162,0.037,0.108,0.049,0.103
BCR4,1,deciduousbirds,0.08,0.063,0.043,0.04,0.047
BCR4,1,deciduousbirds,0.072,0.11,0.064,0.13,0.063
BCR4,1,deciduousbirds,0.169,0.047,0.095,0.046,0.065
BCR4,1,deciduousbirds,0.116,0.037,0.106,0.047,0.08
BCR4,1,deciduousbirds,0.122,0.037,0.106,0.079,0.084
BCR4,1,deciduousbirds,0.068,0.063,0.131,0.107,0.078
BCR4,1,deciduousbirds,0.223,0.077,0.089,0.12,0.072
BCR4,1,deciduousbirds,0.162,0.037,0.093,0.056,0.053
BCR4,1,deciduousbirds,0.111,0.055,0.1,0.047,0.072
BCR4,1,deciduousbirds,0.116,0.049,0.101,0.08,0.074
BCR4,1,deciduousbirds,0.046,0.047,0.045,0.103,0.082
BCR4,1,deciduousbirds,0.073,0.094,0.032,0.05,0.055
BCR4,1,deciduousbirds,0.142,0.167,0.039,0.168,0.071
BCR4,1,deciduousbirds,0.306,0.041,0.063,0.19,0.058
BCR4,1,deciduousbirds,0.198,0.044,0.082,0.092,0.076
BCR4,1,deciduousbirds,0.126,0.042,0.101,0.092,0.065
BCR4,1,deciduousbirds,0.158,0.03,0.09,0.091,0.063
BCR4,1,deciduousbirds,0.117,0.112,0.045,0.149,0.078
BCR4,1,deciduousbirds,0.087,0.064,0.12,0.11,0.092
BCR4,1,deciduousbirds,0.088,0.046,0.124,0.123,0.094
BCR4,1,deciduousbirds,0.293,0.086,0.057,0.16,0.05
BCR4,1,deciduousbirds,0.198,0.169,0.098,0.016,0.103
BCR4,1,deciduousbirds,0.166,0.177,0.029,0.14,0.067
BCR4,1,deciduousbirds,0.112,0.123,0.122,0.101,0.074
BCR4,1,deciduousbirds,0.115,0.094,0.125,0.115,0.074
BCR4,1,deciduousbirds,0.305,0.04,0.066,0.15,0.056
BCR4,1,deciduousbirds,0.143,0.161,0.048,0.076,0.059
BCR4,1,deciduousbirds,0.141,0.141,0.041,0.169,0.077
BCR4,1,deciduousbirds,0.293,0.06,0.059,0.187,0.053
BCR4,1,deciduousbirds,0.176,0.162,0.034,0.172,0.08
BCR4,1,deciduousbirds,0.11,0.112,0.122,0.132,0.09
BCR4,1,deciduousbirds,0.111,0.083,0.126,0.146,0.091
BCR4,1,deciduousbirds,0.31,0.044,0.064,0.183,0.066
BCR4,1,deciduousbirds,0.069,0.097,0.061,0.048,0.071
BCR4,1,deciduousbirds,0.204,0.149,0.039,0.079,0.079
BCR4,1,deciduousbirds,0.116,0.099,0.04,0.072,0.053
BCR4,1,deciduousbirds,0.143,0.05,0.084,0.087,0.103
BCR4,1,deciduousbirds,0.062,0.038,0.103,0.087,0.094
BCR4,1,deciduousbirds,0.09,0.024,0.091,0.086,0.091
BCR4,1,deciduousbirds,0.138,0.082,0.062,0.087,0.114
BCR4,1,deciduousbirds,0.059,0.041,0.08,0.087,0.104
BCR4,1,deciduousbirds,0.056,0.036,0.071,0.089,0.096
BCR4,1,deciduousbirds,0.29,0.121,0.033,0.059,0.071
BCR4,1,deciduousbirds,0.109,0.037,0.077,0.143,0.081
BCR4,1,deciduousbirds,0.088,0.086,0.052,0.164,0.086
BCR4,1,deciduousbirds,0.096,0.053,0.068,0.148,0.079
BCR4,1,deciduousbirds,0.172,0.06,0.111,0.022,0.067
BCR4,1,deciduousbirds,0.168,0.051,0.117,0.022,0.066
BCR4,1,deciduousbirds,0.062,0.176,0.111,0.124,0.05
BCR4,1,deciduousbirds,0.097,0.2,0.115,0.13,0.046
BCR4,1,deciduousbirds,0.094,0.197,0.115,0.133,0.047
BCR4,1,deciduousbirds,0.116,0.088,0.09,0.104,0.085
BCR4,1,deciduousbirds,0.117,0.077,0.089,0.106,0.083
BCR4,1,deciduousbirds,0.144,0.04,0.105,0.121,0.081
BCR4,1,deciduousbirds,0.225,0.094,0.086,0.068,0.045
BCR4,1,deciduousbirds,0.207,0.071,0.089,0.063,0.059
BCR4,1,deciduousbirds,0.289,0.116,0.036,0.059,0.054
BCR4,1,deciduousbirds,0.176,0.196,0.103,0.028,0.075
BCR4,1,deciduousbirds,0.055,0.15,0.098,0.076,0.031
BCR4,1,deciduousbirds,0.087,0.174,0.103,0.081,0.03
BCR4,1,deciduousbirds,0.084,0.171,0.104,0.085,0.031
BCR4,1,deciduousbirds,0.125,0.066,0.081,0.054,0.069
BCR4,1,deciduousbirds,0.126,0.063,0.081,0.057,0.067
BCR4,1,deciduousbirds,0.124,0.182,0.11,0.09,0.028
BCR4,1,deciduousbirds,0.113,0.049,0.09,0.06,0.079
BCR4,1,deciduousbirds,0.139,0.031,0.098,0.072,0.068
BCR4,1,deciduousbirds,0.06,0.096,0.061,0.083,0.081
BCR4,1,deciduousbirds,0.1,0.067,0.08,0.067,0.076
BCR4,1,deciduousbirds,0.203,0.067,0.082,0.017,0.06
BCR4,1,deciduousbirds,0.251,0.098,0.075,0.021,0.063
BCR4,1,deciduousbirds,0.284,0.081,0.042,0.023,0.069
BCR4,1,deciduousbirds,0.233,0.063,0.176,0.067,0.06
BCR4,1,deciduousbirds,0.168,0.034,0.139,0.076,0.063
BCR4,1,deciduousbirds,0.179,0.042,0.145,0.071,0.068
BCR4,1,deciduousbirds,0.265,0.023,0.162,0.048,0.06
BCR4,1,deciduousbirds,0.21,0.071,0.126,0.049,0.067
BCR4,1,deciduousbirds,0.223,0.064,0.131,0.05,0.072
BCR4,1,deciduousbirds,0.336,0.1,0.094,0.097,0.057
BCR4,1,deciduousbirds,0.323,0.086,0.134,0.082,0.16
BCR4,0,deciduousbirds,0.523,0.336,0.272,0.4,0.206
BCR4,0,deciduousbirds,0.567,0.409,0.34,0.408,0.286
BCR4,0,deciduousbirds,0.562,0.404,0.334,0.413,0.28
BCR4,0,deciduousbirds,0.522,0.349,0.314,0.399,0.274
BCR4,0,deciduousbirds,0.579,0.428,0.333,0.386,0.268
BCR4,0,deciduousbirds,0.603,0.491,0.359,0.366,0.268
BCR4,0,deciduousbirds,0.411,0.286,0.336,0.375,0.235
BCR4,0,deciduousbirds,0.302,0.226,0.314,0.201,0.233
BCR4,0,deciduousbirds,0.445,0.258,0.245,0.232,0.204
BCR4,0,deciduousbirds,0.447,0.26,0.246,0.232,0.205
BCR4,0,deciduousbirds,0.546,0.409,0.313,0.377,0.221
BCR4,0,deciduousbirds,0.507,0.357,0.294,0.364,0.218
BCR4,0,deciduousbirds,0.564,0.425,0.297,0.349,0.21
BCR4,0,deciduousbirds,0.582,0.487,0.319,0.331,0.212
BCR4,0,deciduousbirds,0.625,0.539,0.413,0.342,0.339
BCR4,0,deciduousbirds,0.617,0.53,0.406,0.346,0.329
BCR4,0,deciduousbirds,0.602,0.614,0.315,0.221,0.201
BCR4,0,deciduousbirds,0.526,0.402,0.302,0.346,0.206
BCR4,0,deciduousbirds,0.625,0.539,0.413,0.342,0.339
BCR4,0,deciduousbirds,0.617,0.53,0.406,0.346,0.329
BCR4,0,deciduousbirds,0.269,0.246,0.32,0.235,0.211
BCR4,0,deciduousbirds,0.617,0.53,0.406,0.346,0.329
BCR4,0,deciduousbirds,0.581,0.465,0.387,0.35,0.328
BCR4,0,deciduousbirds,0.545,0.441,0.29,0.355,0.207
BCR4,0,deciduousbirds,0.633,0.58,0.396,0.317,0.32
BCR4,0,deciduousbirds,0.434,0.432,0.237,0.217,0.206
BCR4,0,deciduousbirds,0.65,0.638,0.416,0.3,0.318
BCR4,0,deciduousbirds,0.601,0.622,0.325,0.338,0.217
BCR4,0,deciduousbirds,0.236,0.408,0.251,0.347,0.236
BCR4,0,deciduousbirds,0.222,0.365,0.216,0.351,0.201
BCR4,0,deciduousbirds,0.27,0.244,0.32,0.236,0.21
BCR4,0,deciduousbirds,0.268,0.362,0.283,0.229,0.21
BCR4,0,deciduousbirds,0.254,0.224,0.285,0.305,0.215
BCR4,0,deciduousbirds,0.277,0.362,0.289,0.22,0.21
BCR4,0,deciduousbirds,0.45,0.407,0.398,0.307,0.286
BCR4,0,deciduousbirds,0.453,0.408,0.398,0.308,0.287
BCR4,0,deciduousbirds,0.499,0.394,0.312,0.201,0.256
BCR4,0,deciduousbirds,0.501,0.396,0.313,0.201,0.257
BCR4,0,deciduousbirds,0.579,0.46,0.385,0.354,0.326
BCR4,0,deciduousbirds,0.628,0.572,0.391,0.322,0.313
BCR4,0,deciduousbirds,0.644,0.63,0.41,0.305,0.312
BCR4,0,deciduousbirds,0.599,0.614,0.321,0.343,0.21
BCR4,0,deciduousbirds,0.233,0.399,0.246,0.351,0.231
BCR4,0,deciduousbirds,0.217,0.358,0.217,0.357,0.203
BCR4,0,deciduousbirds,0.27,0.239,0.315,0.24,0.203
BCR4,0,deciduousbirds,0.254,0.216,0.279,0.31,0.208
BCR4,0,deciduousbirds,0.278,0.353,0.284,0.224,0.203
BCR4,0,deciduousbirds,0.448,0.399,0.392,0.312,0.279
BCR4,0,deciduousbirds,0.494,0.385,0.307,0.201,0.249
BCR4,0,deciduousbirds,0.496,0.387,0.308,0.201,0.25
BCR4,0,deciduousbirds,0.586,0.505,0.371,0.31,0.308
BCR4,0,deciduousbirds,0.607,0.564,0.391,0.293,0.306
BCR4,0,deciduousbirds,0.567,0.55,0.3,0.331,0.214
BCR4,0,deciduousbirds,0.207,0.336,0.229,0.339,0.223
BCR4,0,deciduousbirds,0.276,0.292,0.263,0.214,0.202
BCR4,0,deciduousbirds,0.42,0.339,0.371,0.3,0.275
BCR4,0,deciduousbirds,0.581,0.516,0.319,0.355,0.245
BCR4,0,deciduousbirds,0.574,0.555,0.307,0.315,0.208
BCR4,0,deciduousbirds,0.44,0.523,0.262,0.201,0.214
BCR4,0,deciduousbirds,0.655,0.719,0.431,0.283,0.322
BCR4,0,deciduousbirds,0.609,0.691,0.32,0.316,0.248
BCR4,0,deciduousbirds,0.274,0.47,0.236,0.324,0.215
BCR4,0,deciduousbirds,0.6,0.65,0.293,0.225,0.226
BCR4,0,deciduousbirds,0.279,0.301,0.276,0.266,0.202
BCR4,0,deciduousbirds,0.451,0.467,0.408,0.285,0.287
BCR4,0,deciduousbirds,0.507,0.474,0.298,0.21,0.238
BCR4,0,deciduousbirds,0.509,0.476,0.299,0.21,0.239
BCR4,0,deciduousbirds,0.636,0.547,0.396,0.231,0.222
BCR4,0,deciduousbirds,0.626,0.746,0.347,0.291,0.254
BCR4,0,deciduousbirds,0.335,0.533,0.267,0.307,0.216
BCR4,0,deciduousbirds,0.627,0.703,0.314,0.234,0.224
BCR4,0,deciduousbirds,0.342,0.371,0.299,0.27,0.205
BCR4,0,deciduousbirds,0.347,0.496,0.302,0.211,0.201
BCR4,0,deciduousbirds,0.479,0.528,0.424,0.27,0.282
BCR4,0,deciduousbirds,0.482,0.529,0.425,0.27,0.282
BCR4,0,deciduousbirds,0.532,0.537,0.324,0.213,0.239
BCR4,0,deciduousbirds,0.535,0.54,0.325,0.213,0.24
BCR4,0,deciduousbirds,0.658,0.605,0.413,0.224,0.219
BCR4,0,deciduousbirds,0.443,0.505,0.321,0.306,0.209
BCR4,0,deciduousbirds,0.445,0.505,0.322,0.307,0.209
BCR4,0,deciduousbirds,0.324,0.283,0.406,0.276,0.247
BCR4,0,deciduousbirds,0.404,0.35,0.226,0.343,0.263
BCR4,0,deciduousbirds,0.469,0.42,0.251,0.325,0.262
BCR4,0,deciduousbirds,0.471,0.319,0.241,0.384,0.293
BCR4,0,deciduousbirds,0.467,0.31,0.235,0.389,0.289
BCR4,0,deciduousbirds,0.435,0.253,0.233,0.376,0.279
BCR4,0,deciduousbirds,0.481,0.392,0.271,0.363,0.293
BCR4,0,deciduousbirds,0.54,0.456,0.292,0.345,0.286
BCR4,0,deciduousbirds,0.302,0.21,0.264,0.352,0.252
BCR4,0,deciduousbirds,0.471,0.294,0.256,0.3,0.214
BCR4,0,deciduousbirds,0.483,0.224,0.217,0.449,0.313
BCR4,0,deciduousbirds,0.501,0.321,0.255,0.409,0.265
BCR4,0,deciduousbirds,0.496,0.311,0.249,0.414,0.262
BCR4,0,deciduousbirds,0.467,0.253,0.23,0.4,0.25
BCR4,0,deciduousbirds,0.512,0.388,0.264,0.387,0.25
BCR4,0,deciduousbirds,0.557,0.453,0.288,0.367,0.249
BCR4,0,deciduousbirds,0.333,0.205,0.261,0.376,0.225
BCR4,0,deciduousbirds,0.336,0.205,0.261,0.377,0.226
BCR4,0,deciduousbirds,0.5,0.219,0.211,0.475,0.305
BCR4,0,deciduousbirds,0.515,0.253,0.236,0.475,0.268
BCR4,0,deciduousbirds,0.531,0.354,0.294,0.408,0.268
BCR4,0,deciduousbirds,0.527,0.346,0.289,0.413,0.265
BCR4,0,deciduousbirds,0.491,0.286,0.269,0.399,0.248
BCR4,0,deciduousbirds,0.543,0.404,0.298,0.386,0.251
BCR4,0,deciduousbirds,0.58,0.469,0.32,0.366,0.244
BCR4,0,deciduousbirds,0.373,0.23,0.297,0.375,0.215
BCR4,0,deciduousbirds,0.541,0.267,0.258,0.475,0.302
BCR4,0,deciduousbirds,0.507,0.236,0.221,0.475,0.264
BCR4,0,deciduousbirds,0.519,0.33,0.276,0.407,0.258
BCR4,0,deciduousbirds,0.514,0.322,0.27,0.412,0.255
BCR4,0,deciduousbirds,0.48,0.262,0.25,0.398,0.242
BCR4,0,deciduousbirds,0.531,0.382,0.281,0.384,0.238
BCR4,0,deciduousbirds,0.561,0.45,0.304,0.364,0.237
BCR4,0,deciduousbirds,0.367,0.205,0.279,0.373,0.205
BCR4,0,deciduousbirds,0.532,0.25,0.242,0.475,0.294
BCR4,0,deciduousbirds,0.474,0.295,0.236,0.408,0.243
BCR4,0,deciduousbirds,0.471,0.286,0.23,0.413,0.238
BCR4,0,deciduousbirds,0.442,0.234,0.212,0.399,0.216
BCR4,0,deciduousbirds,0.483,0.333,0.246,0.385,0.207
BCR4,0,deciduousbirds,0.516,0.401,0.271,0.366,0.21
BCR4,0,deciduousbirds,0.492,0.22,0.206,0.475,0.278
BCR4,0,deciduousbirds,0.515,0.271,0.234,0.475,0.266
BCR4,0,deciduousbirds,0.533,0.365,0.294,0.408,0.266
BCR4,0,deciduousbirds,0.528,0.359,0.288,0.413,0.263
BCR4,0,deciduousbirds,0.494,0.305,0.269,0.399,0.249
BCR4,0,deciduousbirds,0.544,0.394,0.292,0.385,0.243
BCR4,0,deciduousbirds,0.571,0.457,0.315,0.366,0.243
BCR4,0,deciduousbirds,0.384,0.241,0.292,0.374,0.213
BCR4,0,deciduousbirds,0.386,0.242,0.292,0.375,0.214
BCR4,0,deciduousbirds,0.533,0.289,0.259,0.475,0.29
BCR4,0,deciduousbirds,0.425,0.283,0.252,0.41,0.252
BCR4,0,deciduousbirds,0.421,0.275,0.247,0.414,0.247
BCR4,0,deciduousbirds,0.391,0.223,0.23,0.401,0.234
BCR4,0,deciduousbirds,0.439,0.314,0.25,0.388,0.23
BCR4,0,deciduousbirds,0.474,0.38,0.273,0.368,0.233
BCR4,0,deciduousbirds,0.559,0.328,0.3,0.475,0.309
BCR4,0,deciduousbirds,0.505,0.312,0.256,0.413,0.212
BCR4,0,deciduousbirds,0.592,0.431,0.363,0.407,0.337
BCR4,0,deciduousbirds,0.587,0.423,0.357,0.412,0.332
BCR4,0,deciduousbirds,0.553,0.361,0.336,0.398,0.322
BCR4,0,deciduousbirds,0.511,0.334,0.244,0.423,0.204
BCR4,0,deciduousbirds,0.607,0.475,0.363,0.385,0.317
BCR4,0,deciduousbirds,0.405,0.334,0.203,0.284,0.208
BCR4,0,deciduousbirds,0.635,0.537,0.383,0.365,0.315
BCR4,0,deciduousbirds,0.554,0.524,0.279,0.405,0.214
BCR4,0,deciduousbirds,0.258,0.305,0.205,0.415,0.257
BCR4,0,deciduousbirds,0.268,0.258,0.24,0.287,0.227
BCR4,0,deciduousbirds,0.282,0.208,0.303,0.258,0.205
BCR4,0,deciduousbirds,0.286,0.228,0.308,0.242,0.207
BCR4,0,deciduousbirds,0.407,0.303,0.362,0.373,0.284
BCR4,0,deciduousbirds,0.409,0.304,0.362,0.374,0.285
BCR4,0,deciduousbirds,0.473,0.293,0.263,0.231,0.252
BCR4,0,deciduousbirds,0.475,0.295,0.264,0.231,0.254
BCR4,1,deciduousbirds,0.358,0.105,0.036,0.097,0.041
BCR4,1,deciduousbirds,0.193,0.146,0.064,0.074,0.137
BCR4,1,deciduousbirds,0.18,0.123,0.062,0.062,0.133
BCR4,1,deciduousbirds,0.165,0.123,0.063,0.06,0.135
BCR4,1,deciduousbirds,0.075,0.078,0.014,0.063,0.105
BCR4,1,deciduousbirds,0.079,0.046,0.022,0.126,0.067
BCR4,1,deciduousbirds,0.086,0.045,0.034,0.122,0.053
BCR4,1,deciduousbirds,0.083,0.056,0.029,0.136,0.06
BCR4,1,deciduousbirds,0.134,0.052,0.057,0.041,0.057
BCR4,1,deciduousbirds,0.113,0.052,0.049,0.018,0.053
BCR4,1,deciduousbirds,0.109,0.054,0.056,0.012,0.035
BCR4,1,deciduousbirds,0.134,0.053,0.056,0.033,0.034
BCR4,1,deciduousbirds,0.149,0.053,0.035,0.038,0.047
BCR4,1,deciduousbirds,0.136,0.162,0.066,0.076,0.074
BCR4,1,deciduousbirds,0.258,0.129,0.077,0.069,0.107
BCR4,1,deciduousbirds,0.108,0.064,0.028,0.063,0.047
BCR4,1,deciduousbirds,0.148,0.175,0.06,0.08,0.047
BCR4,1,deciduousbirds,0.225,0.139,0.076,0.062,0.045
BCR4,1,deciduousbirds,0.131,0.038,0.088,0.045,0.091
BCR4,1,deciduousbirds,0.105,0.036,0.093,0.037,0.107
BCR4,1,deciduousbirds,0.091,0.038,0.096,0.023,0.118
BCR4,1,deciduousbirds,0.131,0.045,0.09,0.041,0.077
BCR4,1,deciduousbirds,0.105,0.044,0.096,0.034,0.089
BCR4,1,deciduousbirds,0.091,0.046,0.098,0.019,0.1
BCR4,1,deciduousbirds,0.094,0.045,0.097,0.02,0.101
BCR4,1,deciduousbirds,0.131,0.042,0.089,0.042,0.09
BCR4,1,deciduousbirds,0.146,0.162,0.045,0.093,0.065
BCR4,1,deciduousbirds,0.108,0.099,0.076,0.023,0.144
BCR4,1,deciduousbirds,0.082,0.099,0.074,0.028,0.137
BCR4,1,deciduousbirds,0.086,0.1,0.074,0.04,0.124
BCR4,1,deciduousbirds,0.129,0.1,0.082,0.034,0.124
BCR4,1,deciduousbirds,0.133,0.1,0.099,0.036,0.149
BCR4,1,deciduousbirds,0.116,0.091,0.102,0.036,0.15
BCR4,1,deciduousbirds,0.089,0.09,0.101,0.041,0.143
BCR4,1,deciduousbirds,0.076,0.092,0.099,0.033,0.136
BCR4,1,deciduousbirds,0.082,0.091,0.109,0.048,0.135
BCR4,1,deciduousbirds,0.121,0.095,0.127,0.05,0.16
BCR4,0,deciduousbirds,0.46,0.286,0.314,0.224,0.29
BCR4,0,deciduousbirds,0.442,0.236,0.267,0.248,0.252
BCR4,0,deciduousbirds,0.382,0.294,0.221,0.261,0.201
BCR4,0,deciduousbirds,0.397,0.398,0.387,0.264,0.378
BCR4,0,deciduousbirds,0.474,0.511,0.435,0.205,0.344
BCR4,0,deciduousbirds,0.262,0.329,0.393,0.233,0.392
BCR4,0,deciduousbirds,0.268,0.328,0.396,0.228,0.389
BCR4,0,deciduousbirds,0.421,0.435,0.409,0.227,0.392
BCR4,0,deciduousbirds,0.247,0.358,0.39,0.294,0.398
BCR4,0,deciduousbirds,0.321,0.369,0.409,0.241,0.398
BCR4,0,deciduousbirds,0.287,0.422,0.407,0.32,0.335
BCR4,0,deciduousbirds,0.692,0.494,0.347,0.501,0.238
BCR4,0,deciduousbirds,0.65,0.422,0.292,0.518,0.203
BCR4,0,deciduousbirds,0.501,0.472,0.24,0.334,0.206
BCR4,0,deciduousbirds,0.417,0.526,0.316,0.377,0.258
BCR4,0,deciduousbirds,0.477,0.56,0.369,0.349,0.293
BCR4,0,deciduousbirds,0.338,0.278,0.446,0.219,0.38
BCR4,0,deciduousbirds,0.325,0.215,0.4,0.214,0.359
BCR4,0,deciduousbirds,0.385,0.247,0.414,0.218,0.364
BCR4,0,deciduousbirds,0.345,0.273,0.449,0.234,0.38
BCR4,0,deciduousbirds,0.333,0.211,0.403,0.229,0.36
BCR4,0,deciduousbirds,0.393,0.243,0.417,0.231,0.365
BCR4,0,deciduousbirds,0.251,0.429,0.469,0.21,0.382
BCR4,0,deciduousbirds,0.193,0.371,0.422,0.205,0.362
BCR4,0,deciduousbirds,0.288,0.399,0.436,0.208,0.367
BCR4,0,deciduousbirds,0.431,0.517,0.498,0.21,0.393
BCR4,0,deciduousbirds,0.338,0.445,0.435,0.235,0.368
BCR4,0,deciduousbirds,0.289,0.334,0.464,0.216,0.385
BCR4,0,deciduousbirds,0.274,0.273,0.418,0.211,0.364
BCR4,0,deciduousbirds,0.341,0.304,0.432,0.21,0.369
BCR4,0,deciduousbirds,0.478,0.598,0.514,0.236,0.333
BCR4,0,deciduousbirds,0.384,0.536,0.451,0.26,0.306
BCR4,0,deciduousbirds,0.373,0.46,0.389,0.205,0.245
BCR4,0,deciduousbirds,0.353,0.466,0.396,0.22,0.267
BCR4,0,deciduousbirds,0.322,0.425,0.349,0.205,0.223
BCR4,0,deciduousbirds,0.572,0.648,0.34,0.25,0.205
BCR4,0,deciduousbirds,0.507,0.699,0.418,0.295,0.264
BCR4,0,deciduousbirds,0.556,0.737,0.474,0.265,0.3
BCR4,0,deciduousbirds,0.376,0.271,0.303,0.323,0.21
BCR4,0,deciduousbirds,0.544,0.614,0.303,0.295,0.206
BCR4,0,deciduousbirds,0.471,0.633,0.361,0.317,0.23
BCR4,0,deciduousbirds,0.527,0.671,0.413,0.289,0.265
BCR4,0,deciduousbirds,0.523,0.595,0.353,0.234,0.207
BCR4,0,deciduousbirds,0.514,0.597,0.361,0.248,0.215
BCR4,0,deciduousbirds,0.337,0.206,0.277,0.354,0.202
BCR4,0,deciduousbirds,0.22,0.214,0.239,0.374,0.302
BCR4,0,deciduousbirds,0.411,0.381,0.326,0.291,0.303
BCR4,0,deciduousbirds,0.324,0.316,0.273,0.313,0.267
BCR4,0,deciduousbirds,0.313,0.241,0.221,0.259,0.209
BCR4,0,deciduousbirds,0.256,0.216,0.202,0.255,0.206
BCR4,0,deciduousbirds,0.291,0.249,0.223,0.273,0.219
BCR4,0,deciduousbirds,0.106,0.427,0.291,0.212,0.328
BCR4,0,deciduousbirds,0.479,0.297,0.223,0.261,0.251
BCR4,0,deciduousbirds,0.244,0.228,0.239,0.379,0.288
BCR4,0,deciduousbirds,0.404,0.394,0.337,0.296,0.292
BCR4,0,deciduousbirds,0.318,0.324,0.282,0.318,0.255
BCR4,0,deciduousbirds,0.299,0.253,0.23,0.277,0.205
BCR4,0,deciduousbirds,0.389,0.31,0.223,0.264,0.237
BCR4,0,deciduousbirds,0.358,0.495,0.387,0.202,0.28
BCR4,0,deciduousbirds,0.217,0.577,0.299,0.261,0.219
BCR4,0,deciduousbirds,0.267,0.599,0.351,0.232,0.253
BCR4,1,deciduousbirds,0.215,0.191,0.082,0.083,0.116
BCR4,1,deciduousbirds,0.252,0.196,0.084,0.06,0.084
BCR4,1,deciduousbirds,0.29,0.18,0.074,0.073,0.085
BCR4,1,deciduousbirds,0.278,0.192,0.084,0.074,0.082
BCR4,1,deciduousbirds,0.059,0.119,0.068,0.198,0.106
BCR4,1,deciduousbirds,0.362,0.173,0.09,0.156,0.115
BCR4,1,deciduousbirds,0.296,0.169,0.06,0.115,0.058
BCR4,1,deciduousbirds,0.429,0.199,0.068,0.076,0.12
BCR4,1,deciduousbirds,0.446,0.181,0.054,0.083,0.119
BCR4,1,deciduousbirds,0.339,0.183,0.106,0.091,0.078
BCR4,1,deciduousbirds,0.342,0.056,0.102,0.09,0.108
BCR4,1,deciduousbirds,0.286,0.053,0.116,0.032,0.085
BCR4,1,deciduousbirds,0.296,0.185,0.089,0.104,0.102
BCR4,1,deciduousbirds,0.271,0.191,0.081,0.09,0.086
BCR4,1,deciduousbirds,0.308,0.176,0.084,0.101,0.083
BCR4,1,deciduousbirds,0.12,0.084,0.054,0.178,0.058
BCR4,1,deciduousbirds,0.165,0.077,0.172,0.056,0.147
BCR4,1,deciduousbirds,0.261,0.117,0.056,0.091,0.097
BCR4,1,deciduousbirds,0.199,0.098,0.138,0.139,0.068
BCR4,1,deciduousbirds,0.255,0.116,0.043,0.091,0.128
BCR4,1,deciduousbirds,0.42,0.164,0.097,0.121,0.118
BCR4,1,deciduousbirds,0.175,0.053,0.149,0.09,0.103
BCR4,1,deciduousbirds,0.086,0.169,0.164,0.151,0.111
BCR4,1,deciduousbirds,0.081,0.084,0.152,0.149,0.074
BCR4,1,deciduousbirds,0.258,0.091,0.083,0.106,0.091
BCR4,1,deciduousbirds,0.408,0.128,0.057,0.052,0.067
BCR4,1,deciduousbirds,0.443,0.168,0.133,0.112,0.117
BCR4,1,deciduousbirds,0.132,0.08,0.09,0.145,0.099
BCR4,1,deciduousbirds,0.197,0.114,0.039,0.091,0.136
BCR4,1,deciduousbirds,0.107,0.065,0.07,0.153,0.088
BCR4,1,deciduousbirds,0.114,0.109,0.051,0.083,0.073
BCR4,1,deciduousbirds,0.112,0.096,0.091,0.046,0.084
BCR4,1,deciduousbirds,0.149,0.088,0.089,0.037,0.091
BCR4,1,deciduousbirds,0.362,0.133,0.09,0.048,0.068
BCR4,1,deciduousbirds,0.311,0.108,0.1,0.044,0.091
BCR4,1,deciduousbirds,0.466,0.054,0.066,0.081,0.092
BCR4,1,deciduousbirds,0.096,0.082,0.139,0.103,0.09
BCR4,1,deciduousbirds,0.154,0.073,0.068,0.121,0.066
BCR4,1,deciduousbirds,0.214,0.091,0.129,0.058,0.06
BCR4,1,deciduousbirds,0.238,0.093,0.131,0.058,0.064
BCR4,1,deciduousbirds,0.123,0.073,0.105,0.041,0.091
BCR4,1,deciduousbirds,0.149,0.117,0.143,0.121,0.162
BCR4,1,deciduousbirds,0.272,0.183,0.088,0.105,0.118
BCR4,1,deciduousbirds,0.128,0.07,0.092,0.073,0.095
BCR4,1,deciduousbirds,0.24,0.168,0.082,0.092,0.064
BCR4,1,deciduousbirds,0.278,0.154,0.094,0.102,0.074
BCR4,1,deciduousbirds,0.272,0.176,0.121,0.082,0.105
BCR4,1,deciduousbirds,0.274,0.152,0.049,0.034,0.088
BCR4,1,deciduousbirds,0.514,0.071,0.051,0.043,0.078
BCR4,1,deciduousbirds,0.119,0.062,0.127,0.076,0.089
BCR4,1,deciduousbirds,0.098,0.079,0.053,0.027,0.087
BCR4,1,deciduousbirds,0.261,0.061,0.114,0.108,0.068
BCR4,1,deciduousbirds,0.259,0.085,0.072,0.083,0.069
BCR4,1,deciduousbirds,0.348,0.137,0.052,0.061,0.105
BCR4,1,deciduousbirds,0.242,0.097,0.116,0.077,0.119
BCR4,1,deciduousbirds,0.182,0.075,0.143,0.132,0.182
BCR4,1,deciduousbirds,0.14,0.11,0.165,0.087,0.149
